Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1197831,01/08/2021,Northeast,New York,Buffalo,Women's Athletic Footwear,45,220,9900.0,4315.19,0.44,In-store
Foot Locker,1185732,01/08/2021,South,Louisiana,Baton Rouge,Men's Apparel,31,388,12028.0,3640.46,0.3,Online
Sports Direct,1128299,01/08/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,77,270,20790.0,7270.92,0.35,Online
Foot Locker,1185732,01/08/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,60,156,9360.0,3096.73,0.33,In-store
West Gear,1105732,01/08/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,60,184,11040.0,3790.35,0.34,Online
Kohl's,1189833,01/08/2021,South,Mississippi,Jackson,Women's Street Footwear,66,230,15180.0,4774.14,0.31,Online
Amazon,1167421,01/08/2021,Northeast,Massachusetts,Worcester,Men's Apparel,51,350,17850.0,5786.14,0.32,In-store
West Gear,1105732,01/08/2021,Southeast,Florida,Tampa,Women's Street Footwear,36,164,5904.0,1501.43,0.25,Outlet
Sports Direct,1128299,01/09/2020,South,Louisiana,Baton Rouge,Women's Athletic Footwear,54,346,18684.0,9042.66,0.48,In-store
Sports Direct,1128299,01/09/2020,Midwest,Michigan,Ann Arbor,Women's Street Footwear,66,284,18744.0,5713.27,0.3,In-store
Sports Direct,1128299,01/09/2020,Northeast,Connecticut,Hartford,Women's Apparel,62,350,21700.0,7351.38,0.34,Outlet
Sports Direct,1128299,01/09/2020,Northeast,New Jersey,Newark,Women's Athletic Footwear,65,115,7475.0,3490.93,0.47,In-store
Foot Locker,1185732,01/09/2020,Northeast,New Jersey,Trenton,Men's Street Footwear,47,163,7661.0,2830.62,0.37,Outlet
Sports Direct,1128299,01/09/2020,Southeast,Tennessee,Knoxville,Women's Athletic Footwear,74,385,28490.0,9607.79,0.34,Online
Amazon,1167421,01/09/2020,Southeast,Florida,Jacksonville,Men's Street Footwear,67,120,8040.0,2979.67,0.37,Online
Amazon,1167421,01/09/2020,Southeast,Virginia,Norfolk,Women's Athletic Footwear,53,209,11077.0,5119.24,0.46,In-store
Amazon,1167421,01/09/2020,South,Arkansas,Fayetteville,Men's Street Footwear,61,316,19276.0,7162.76,0.37,In-store
West Gear,1105732,01/09/2020,Midwest,Indiana,Evansville,Women's Street Footwear,58,375,21750.0,6315.02,0.29,Outlet
Foot Locker,1185732,01/09/2020,West,Nevada,Henderson,Men's Athletic Footwear,74,138,10212.0,4432.1,0.43,Online
Amazon,1167421,01/09/2020,Midwest,Indiana,Evansville,Women's Athletic Footwear,68,258,17544.0,5289.88,0.3,Outlet
Walmart,1197831,01/09/2020,Southeast,Florida,Orlando,Men's Athletic Footwear,59,172,10148.0,3817.62,0.38,Online
Sports Direct,1128299,01/09/2020,Southeast,North Carolina,Charlotte,Women's Street Footwear,62,200,12400.0,5213.89,0.42,In-store
Sports Direct,1128299,01/09/2020,West,Nevada,Henderson,Women's Apparel,56,135,7560.0,2757.27,0.36,Online
Kohl's,1189833,01/09/2021,Southeast,Georgia,Augusta,Women's Street Footwear,53,58,3074.0,1006.45,0.33,In-store
West Gear,1105732,01/09/2021,South,Oklahoma,Norman,Women's Apparel,44,360,15840.0,4710.34,0.3,Outlet
Foot Locker,1185732,01/09/2021,South,Texas,San Antonio,Men's Street Footwear,58,126,7308.0,2051.46,0.28,Outlet
Amazon,1167421,01/09/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,86,339,29154.0,8771.68,0.3,Online
Sports Direct,1128299,01/09/2021,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,39,101,3939.0,1623.78,0.41,In-store
Foot Locker,1185732,01/09/2021,West,Nevada,Henderson,Women's Street Footwear,48,216,10368.0,4186.77,0.4,In-store
Amazon,1167421,01/09/2021,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,57,188,10716.0,4047.35,0.38,In-store
Kohl's,1189833,01/09/2021,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,74,65,4810.0,1637.9,0.34,Outlet
Kohl's,1189833,01/09/2021,South,Louisiana,Shreveport,Men's Athletic Footwear,51,340,17340.0,6017.5,0.35,In-store
Sports Direct,1128299,01/09/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,71,82,5822.0,1769.63,0.3,Outlet
Kohl's,1189833,01/09/2021,Northeast,Massachusetts,Worcester,Men's Street Footwear,51,312,15912.0,6482.33,0.41,In-store
Foot Locker,1185732,01/09/2021,South,Arkansas,Little Rock,Men's Street Footwear,43,128,5504.0,1771.74,0.32,Online
West Gear,1105732,01/10/2020,Midwest,Illinois,Peoria,Women's Athletic Footwear,74,82,6068.0,2463.38,0.41,In-store
Walmart,1197831,01/10/2020,Southeast,Virginia,Richmond,Women's Athletic Footwear,66,334,22044.0,9068.02,0.41,Online
Sports Direct,1128299,01/10/2020,Northeast,New Jersey,Trenton,Women's Athletic Footwear,48,96,4608.0,1874.26,0.41,Online
Sports Direct,1128299,01/10/2020,South,Louisiana,New Orleans,Men's Street Footwear,71,236,16756.0,7638.72,0.46,In-store
Kohl's,1189833,01/10/2020,West,Oregon,Salem,Women's Athletic Footwear,65,332,21580.0,7917.35,0.37,In-store
Foot Locker,1185732,01/10/2020,Midwest,Michigan,Detroit,Women's Apparel,33,267,8811.0,3893.09,0.44,Online
West Gear,1105732,01/10/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,76,362,27512.0,9305.88,0.34,Outlet
West Gear,1105732,01/10/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,46,396,18216.0,6758.29,0.37,Outlet
Walmart,1197831,01/10/2020,Southeast,Georgia,Atlanta,Men's Street Footwear,44,377,16588.0,4993.44,0.3,Outlet
West Gear,1105732,01/10/2020,Northeast,Massachusetts,Springfield,Women's Athletic Footwear,82,377,30914.0,8496.53,0.27,Outlet
Amazon,1167421,01/10/2020,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,83,72,5976.0,2519.89,0.42,Online
West Gear,1105732,01/10/2021,South,Texas,San Antonio,Women's Athletic Footwear,72,66,4752.0,2209.73,0.47,In-store
Amazon,1167421,01/10/2021,West,California,Los Angeles,Men's Street Footwear,42,203,8526.0,4135.69,0.49,In-store
Foot Locker,1185732,01/10/2021,Midwest,Minnesota,Rochester,Men's Street Footwear,46,144,6624.0,2352.97,0.36,Outlet
West Gear,1105732,01/10/2021,South,Louisiana,Baton Rouge,Women's Street Footwear,40,272,10880.0,5095.88,0.47,In-store
Amazon,1167421,01/10/2021,Midwest,Minnesota,Minneapolis,Women's Street Footwear,39,284,11076.0,4204.28,0.38,Online
Sports Direct,1128299,01/10/2021,Midwest,Minnesota,Rochester,Women's Apparel,32,232,7424.0,3243.74,0.44,In-store
West Gear,1105732,01/10/2021,Midwest,Michigan,Detroit,Men's Apparel,34,309,10506.0,3263.38,0.31,Outlet
West Gear,1105732,01/10/2021,Southeast,Georgia,Augusta,Women's Apparel,31,226,7006.0,1947.51,0.28,Outlet
Walmart,1197831,01/10/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,58,380,22040.0,7011.76,0.32,Outlet
Kohl's,1189833,01/11/2020,Southeast,Virginia,Richmond,Women's Apparel,30,166,4980.0,1428.96,0.29,Online
Kohl's,1189833,01/11/2020,Northeast,Massachusetts,Worcester,Women's Street Footwear,65,196,12740.0,4200.08,0.33,In-store
West Gear,1105732,01/11/2020,Midwest,Indiana,Evansville,Men's Apparel,49,68,3332.0,1132.59,0.34,Outlet
Walmart,1197831,01/11/2020,Northeast,New Jersey,Jersey City,Women's Street Footwear,41,150,6150.0,1760.28,0.29,Online
West Gear,1105732,01/11/2020,Southeast,Florida,Jacksonville,Men's Athletic Footwear,90,396,35640.0,12499.56,0.35,Outlet
Amazon,1167421,01/11/2020,West,Washington,Seattle,Men's Apparel,34,168,5712.0,2005.17,0.35,Outlet
Walmart,1197831,01/11/2020,Northeast,Connecticut,New Haven,Men's Street Footwear,66,76,5016.0,1749.7,0.35,Outlet
Amazon,1167421,01/11/2020,West,Nevada,Las Vegas,Men's Street Footwear,63,112,7056.0,2316.39,0.33,Outlet
Amazon,1167421,01/11/2020,Northeast,New Jersey,Jersey City,Women's Athletic Footwear,47,263,12361.0,6018.89,0.49,In-store
Foot Locker,1185732,01/11/2020,South,Louisiana,New Orleans,Men's Athletic Footwear,84,342,28728.0,8149.35,0.28,Outlet
Amazon,1167421,01/11/2020,West,Colorado,Aurora,Men's Street Footwear,41,284,11644.0,3392.41,0.29,Outlet
Sports Direct,1128299,01/11/2020,Midwest,Michigan,Grand Rapids,Men's Street Footwear,44,370,16280.0,4441.08,0.27,Online
West Gear,1105732,01/11/2020,Southeast,Tennessee,Knoxville,Men's Apparel,47,56,2632.0,1178.53,0.45,Online
Walmart,1197831,01/11/2020,Midwest,Ohio,Cleveland,Women's Apparel,51,397,20247.0,7109.49,0.35,Outlet
West Gear,1105732,01/11/2020,South,Oklahoma,Tulsa,Men's Street Footwear,43,341,14663.0,3710.19,0.25,Outlet
Amazon,1167421,01/11/2020,West,Colorado,Colorado Springs,Women's Athletic Footwear,54,293,15822.0,4653.71,0.29,Outlet
Walmart,1197831,01/11/2020,Southeast,North Carolina,Raleigh,Men's Street Footwear,69,141,9729.0,3915.13,0.4,Online
Kohl's,1189833,01/11/2020,Midwest,Ohio,Cincinnati,Women's Street Footwear,62,328,20336.0,9878.02,0.49,In-store
Amazon,1167421,01/11/2020,Northeast,New Jersey,Jersey City,Women's Apparel,48,370,17760.0,7689.19,0.43,In-store
West Gear,1105732,01/11/2020,Northeast,New York,Albany,Women's Apparel,60,278,16680.0,3851.79,0.23,Outlet
Amazon,1167421,01/11/2020,Midwest,Minnesota,Rochester,Women's Athletic Footwear,76,48,3648.0,1526.91,0.42,In-store
Walmart,1197831,01/11/2021,Midwest,Ohio,Cleveland,Women's Athletic Footwear,85,98,8330.0,3382.83,0.41,In-store
Amazon,1167421,01/11/2021,Southeast,Florida,Jacksonville,Men's Street Footwear,54,253,13662.0,4460.34,0.33,Outlet
Kohl's,1189833,01/11/2021,Midwest,Illinois,Peoria,Men's Street Footwear,69,311,21459.0,9401.97,0.44,In-store
Foot Locker,1185732,01/11/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,66,356,23496.0,9842.62,0.42,Online
West Gear,1105732,01/11/2021,Midwest,Ohio,Cleveland,Men's Street Footwear,48,77,3696.0,837.17,0.23,Outlet
Walmart,1197831,01/11/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,56,330,18480.0,6518.87,0.35,Outlet
Walmart,1197831,01/11/2021,South,Louisiana,Baton Rouge,Women's Apparel,49,296,14504.0,4618.35,0.32,Outlet
Walmart,1197831,01/11/2021,South,Texas,Austin,Women's Street Footwear,39,372,14508.0,4054.62,0.28,Online
Sports Direct,1128299,01/11/2021,South,Louisiana,Shreveport,Women's Apparel,54,294,15876.0,3769.0,0.24,Outlet
West Gear,1105732,01/11/2021,West,Nevada,Las Vegas,Men's Apparel,48,217,10416.0,2868.79,0.28,Online
Foot Locker,1185732,01/11/2021,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,67,300,20100.0,6254.65,0.31,In-store
Foot Locker,1185732,01/11/2021,South,Texas,San Antonio,Men's Street Footwear,49,138,6762.0,2155.36,0.32,Online
Foot Locker,1185732,01/11/2021,Midwest,Ohio,Cincinnati,Men's Apparel,44,362,15928.0,5335.58,0.33,Online
Sports Direct,1128299,01/11/2021,Southeast,Tennessee,Memphis,Women's Apparel,52,96,4992.0,1593.47,0.32,In-store
Amazon,1167421,01/11/2021,South,Arkansas,Fort Smith,Men's Apparel,53,368,19504.0,5906.51,0.3,Online
Sports Direct,1128299,01/11/2021,South,Texas,Houston,Women's Apparel,53,190,10070.0,2690.68,0.27,Outlet
West Gear,1105732,01/11/2021,Southeast,Tennessee,Memphis,Men's Apparel,35,64,2240.0,1061.71,0.47,In-store
West Gear,1105732,01/11/2021,Southeast,Georgia,Augusta,Men's Athletic Footwear,53,166,8798.0,2929.27,0.33,In-store
West Gear,1105732,01/11/2021,West,California,Los Angeles,Men's Street Footwear,50,144,7200.0,2377.17,0.33,Outlet
Kohl's,1189833,01/11/2021,South,Texas,Dallas,Women's Apparel,39,44,1716.0,531.0,0.31,In-store
West Gear,1105732,01/12/2020,Southeast,North Carolina,Raleigh,Women's Apparel,65,92,5980.0,1720.82,0.29,Outlet
Sports Direct,1128299,01/12/2020,South,Arkansas,Fort Smith,Women's Apparel,52,374,19448.0,5559.18,0.29,Outlet
Kohl's,1189833,01/12/2020,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,80,194,15520.0,5953.54,0.38,In-store
Foot Locker,1185732,01/12/2020,South,Oklahoma,Norman,Women's Street Footwear,64,323,20672.0,6557.36,0.32,Online
Foot Locker,1185732,01/12/2020,South,Arkansas,Fort Smith,Women's Athletic Footwear,82,291,23862.0,10120.58,0.42,In-store
Foot Locker,1185732,01/12/2020,Midwest,Illinois,Peoria,Women's Apparel,65,376,24440.0,9337.6,0.38,In-store
Amazon,1167421,01/12/2020,Midwest,Ohio,Cincinnati,Women's Athletic Footwear,83,171,14193.0,4704.92,0.33,Outlet
Amazon,1167421,01/12/2020,West,Colorado,Aurora,Women's Athletic Footwear,48,285,13680.0,4668.92,0.34,Online
West Gear,1105732,01/12/2020,Northeast,Pennsylvania,Allentown,Women's Street Footwear,55,290,15950.0,7438.09,0.47,In-store
Amazon,1167421,01/12/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,45,339,15255.0,5683.05,0.37,Outlet
Kohl's,1189833,01/12/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,51,152,7752.0,2300.87,0.3,Outlet
Foot Locker,1185732,01/12/2021,Midwest,Michigan,Ann Arbor,Men's Apparel,46,202,9292.0,3987.34,0.43,In-store
Kohl's,1189833,01/12/2021,Southeast,Tennessee,Knoxville,Men's Apparel,31,152,4712.0,1887.58,0.4,Online
Foot Locker,1185732,01/12/2021,West,Colorado,Colorado Springs,Women's Street Footwear,43,200,8600.0,2724.67,0.32,In-store
Kohl's,1189833,01/12/2021,West,Washington,Spokane,Women's Athletic Footwear,72,366,26352.0,10580.57,0.4,Online
Amazon,1167421,01/12/2021,Northeast,New Jersey,Newark,Women's Apparel,63,250,15750.0,7418.15,0.47,In-store
Kohl's,1189833,01/12/2021,South,Mississippi,Gulfport,Women's Athletic Footwear,73,252,18396.0,5646.57,0.31,Online
West Gear,1105732,01/12/2021,West,Nevada,Reno,Men's Street Footwear,41,306,12546.0,3853.48,0.31,In-store
Sports Direct,1128299,01/12/2021,West,Nevada,Las Vegas,Women's Athletic Footwear,68,212,14416.0,6309.95,0.44,Online
Sports Direct,1128299,01/12/2021,South,Texas,San Antonio,Men's Apparel,44,327,14388.0,4962.9,0.34,Online
West Gear,1105732,01/12/2021,West,Washington,Spokane,Women's Apparel,30,318,9540.0,3984.7,0.42,Online
Foot Locker,1185732,01/12/2021,Midwest,Minnesota,Saint Paul,Women's Apparel,47,373,17531.0,4226.78,0.24,Outlet
Foot Locker,1185732,01/12/2021,Northeast,Massachusetts,Worcester,Women's Street Footwear,58,101,5858.0,1521.77,0.26,Outlet
Sports Direct,1128299,01/12/2021,Midwest,Michigan,Grand Rapids,Men's Street Footwear,46,192,8832.0,2758.36,0.31,Online
West Gear,1105732,01/13/2020,Midwest,Michigan,Detroit,Men's Apparel,40,263,10520.0,2639.63,0.25,Outlet
Kohl's,1189833,01/13/2020,South,Mississippi,Hattiesburg,Women's Apparel,64,313,20032.0,7280.39,0.36,Online
Amazon,1167421,01/13/2020,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,88,319,28072.0,8968.24,0.32,In-store
West Gear,1105732,01/13/2020,West,Nevada,Las Vegas,Women's Apparel,38,346,13148.0,5191.98,0.39,In-store
Foot Locker,1185732,01/13/2020,Midwest,Michigan,Grand Rapids,Men's Apparel,35,47,1645.0,692.28,0.42,In-store
Amazon,1167421,01/13/2020,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,45,192,8640.0,2856.93,0.33,Online
Walmart,1197831,01/13/2020,Southeast,North Carolina,Charlotte,Men's Street Footwear,42,249,10458.0,3209.97,0.31,Outlet
Walmart,1197831,01/13/2020,Midwest,Ohio,Cleveland,Men's Apparel,46,240,11040.0,3358.67,0.3,Outlet
Sports Direct,1128299,01/13/2020,West,California,San Francisco,Men's Street Footwear,57,136,7752.0,2333.71,0.3,Online
Kohl's,1189833,01/13/2020,Northeast,Connecticut,Hartford,Men's Street Footwear,45,52,2340.0,755.76,0.32,In-store
Sports Direct,1128299,01/13/2020,Northeast,Connecticut,Hartford,Men's Athletic Footwear,70,57,3990.0,1688.7,0.42,Online
Kohl's,1189833,01/13/2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,58,88,5104.0,1804.4,0.35,In-store
Amazon,1167421,01/13/2021,Southeast,Georgia,Augusta,Men's Street Footwear,63,180,11340.0,4247.77,0.37,In-store
Sports Direct,1128299,01/13/2021,Northeast,New Jersey,Newark,Men's Street Footwear,69,397,27393.0,8642.19,0.32,In-store
West Gear,1105732,01/13/2021,West,California,Los Angeles,Men's Athletic Footwear,84,399,33516.0,8352.38,0.25,Outlet
Kohl's,1189833,01/13/2021,West,Nevada,Reno,Men's Street Footwear,56,67,3752.0,1651.64,0.44,In-store
Kohl's,1189833,01/13/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,70,98,6860.0,1914.45,0.28,Online
Sports Direct,1128299,01/13/2021,Midwest,Minnesota,Saint Paul,Men's Street Footwear,60,111,6660.0,2153.9,0.32,In-store
Sports Direct,1128299,01/13/2021,Midwest,Michigan,Ann Arbor,Men's Athletic Footwear,86,105,9030.0,3281.19,0.36,Online
Kohl's,1189833,01/13/2021,West,Nevada,Henderson,Men's Street Footwear,46,348,16008.0,4985.25,0.31,In-store
Amazon,1167421,01/13/2021,West,Colorado,Colorado Springs,Women's Apparel,50,164,8200.0,3339.25,0.41,In-store
Amazon,1167421,01/13/2021,South,Texas,Houston,Women's Athletic Footwear,72,60,4320.0,1477.35,0.34,Online
Sports Direct,1128299,01/13/2021,West,Colorado,Colorado Springs,Women's Apparel,34,400,13600.0,4150.33,0.31,Online
West Gear,1105732,01/14/2020,Southeast,Florida,Tampa,Men's Apparel,51,217,11067.0,3564.72,0.32,Online
Sports Direct,1128299,01/14/2020,South,Louisiana,Baton Rouge,Women's Athletic Footwear,77,344,26488.0,8061.07,0.3,Outlet
Foot Locker,1185732,01/14/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,56,296,16576.0,3763.16,0.23,Outlet
Sports Direct,1128299,01/14/2020,South,Texas,Houston,Women's Athletic Footwear,56,236,13216.0,6084.49,0.46,In-store
Amazon,1167421,01/14/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,63,388,24444.0,10455.16,0.43,In-store
Foot Locker,1185732,01/14/2020,Southeast,North Carolina,Raleigh,Women's Apparel,34,322,10948.0,4429.09,0.4,Online
Walmart,1197831,01/14/2020,South,Arkansas,Fort Smith,Women's Athletic Footwear,63,94,5922.0,2023.73,0.34,Online
Amazon,1167421,01/14/2020,Southeast,Virginia,Virginia Beach,Men's Apparel,36,92,3312.0,1184.07,0.36,Online
Kohl's,1189833,01/14/2020,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49,271,13279.0,3130.8,0.24,Outlet
Amazon,1167421,01/14/2020,Northeast,New Jersey,Jersey City,Men's Street Footwear,57,109,6213.0,2100.83,0.34,Outlet
Walmart,1197831,01/14/2020,Northeast,New York,Buffalo,Men's Apparel,53,128,6784.0,2577.56,0.38,Online
Sports Direct,1128299,01/14/2020,Midwest,Ohio,Cincinnati,Men's Street Footwear,51,191,9741.0,3150.37,0.32,In-store
West Gear,1105732,01/14/2020,South,Mississippi,Hattiesburg,Women's Athletic Footwear,48,108,5184.0,1868.22,0.36,Online
Amazon,1167421,01/14/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,67,92,6164.0,2317.89,0.38,In-store
Kohl's,1189833,01/14/2020,Midwest,Indiana,Indianapolis,Men's Apparel,57,168,9576.0,2841.88,0.3,Outlet
Walmart,1197831,01/14/2020,West,Oregon,Portland,Women's Apparel,38,322,12236.0,5315.79,0.43,Online
Sports Direct,1128299,01/14/2020,South,Mississippi,Hattiesburg,Women's Athletic Footwear,53,270,14310.0,4868.86,0.34,In-store
Walmart,1197831,01/14/2020,South,Arkansas,Little Rock,Men's Athletic Footwear,87,103,8961.0,4395.89,0.49,In-store
West Gear,1105732,01/14/2020,South,Arkansas,Fort Smith,Women's Street Footwear,53,178,9434.0,4692.8,0.5,In-store
Amazon,1167421,01/14/2020,Southeast,North Carolina,Charlotte,Men's Apparel,25,308,7700.0,2819.44,0.37,Online
Foot Locker,1185732,01/14/2020,Northeast,Pennsylvania,Pittsburgh,Men's Apparel,44,109,4796.0,1158.92,0.24,Outlet
Sports Direct,1128299,01/14/2021,South,Mississippi,Gulfport,Men's Athletic Footwear,73,356,25988.0,7399.29,0.28,Outlet
West Gear,1105732,01/14/2021,Northeast,New Jersey,Trenton,Men's Apparel,43,118,5074.0,1986.74,0.39,In-store
Foot Locker,1185732,01/14/2021,South,Oklahoma,Norman,Men's Athletic Footwear,84,251,21084.0,8525.37,0.4,Online
Amazon,1167421,01/14/2021,West,Oregon,Salem,Men's Street Footwear,44,116,5104.0,1798.19,0.35,In-store
Walmart,1197831,01/14/2021,West,Colorado,Colorado Springs,Men's Apparel,46,84,3864.0,1061.38,0.27,Outlet
Walmart,1197831,01/14/2021,Northeast,New York,Rochester,Men's Athletic Footwear,82,368,30176.0,11132.92,0.37,In-store
Foot Locker,1185732,01/14/2021,South,Oklahoma,Tulsa,Women's Apparel,59,377,22243.0,9822.43,0.44,In-store
West Gear,1105732,01/14/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,54,221,11934.0,3607.35,0.3,Online
West Gear,1105732,01/14/2021,West,Washington,Tacoma,Men's Apparel,43,320,13760.0,5330.48,0.39,In-store
Foot Locker,1185732,01/14/2021,Northeast,New York,New York,Men's Street Footwear,63,389,24507.0,7917.77,0.32,Online
Amazon,1167421,01/14/2021,West,Washington,Seattle,Women's Athletic Footwear,74,331,24494.0,8752.96,0.36,In-store
Amazon,1167421,01/14/2021,West,Nevada,Las Vegas,Men's Athletic Footwear,79,231,18249.0,5740.79,0.31,In-store
Kohl's,1189833,01/14/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,50,42,2100.0,613.66,0.29,Outlet
Sports Direct,1128299,01/14/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,76,101,7676.0,2373.72,0.31,Outlet
West Gear,1105732,01/15/2020,Southeast,North Carolina,Raleigh,Men's Apparel,51,190,9690.0,3295.07,0.34,Outlet
Kohl's,1189833,01/15/2020,West,Washington,Seattle,Women's Apparel,38,46,1748.0,620.56,0.36,Online
Amazon,1167421,01/15/2020,West,California,San Diego,Women's Apparel,63,48,3024.0,985.75,0.33,In-store
Kohl's,1189833,01/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,47,303,14241.0,5552.12,0.39,In-store
Amazon,1167421,01/15/2020,West,California,Los Angeles,Men's Street Footwear,64,349,22336.0,9455.03,0.42,In-store
Kohl's,1189833,01/15/2020,South,Texas,Austin,Men's Apparel,53,288,15264.0,5585.71,0.37,In-store
